Initial:,PL
,
,
,
,
,
,
,
,
,
Score:,39
Date:,5/14/18
Time Start:,10:05 AM
Time End:,10:20 AM
Initial:,ED
,
,
,
,
,
,
,
,
,
Score:,36
Date:,5/15/18
Time Start:,10:51 AM
Time End:,11:06 AM
Initial:,CG
,
,
,
,
,
,
,
,
,
Score:,32
Date:,5/16/18
Time Start:,11:40 AM
Time End:,11:55 AM
Initial:,ED
,
,
,
,
,
,
,
,
,
Score:,38
Date:,5/17/18
Time Start:,11:42 AM
Time End:,11:57 AM
Initial:,KT
,
,
,
,
,
,
,
,
,
Score:,37
Date:,5/18/18
Time Start:,2:52 AM
Time End:,3:07 AM
Initial:,GM
,
,
,
,
,
,
,
,
,
Score:,39
Date:,5/21/18
Time Start:,11:09 AM
Time End:,11:24 AM
Initial:,ED
,
,
,
,
,
,
,
,
,
Score:,34
Date:,5/22/18
Time Start:,1:51 AM
Time End:,2:06 AM
Initial:,GM
,
,
,
,
,
,
,
,
,
Score:,39
Date:,5/23/18
Time Start:,12:34 PM
Time End:,12:49 PM
Initial:,PL
,
,
,
,
,
,
,
,
,
Score:,41
Date:,5/24/18
Time Start:,10:43 AM
Time End:,10:58 AM
Initial:,KT
,
,
,
,
,
,
,
,
,
Score:,45
Date:,5/25/18
Time Start:,1:18PM
Time End:,1:33PM
Initial:,AD
,
,
,
,
,
,
,
,
,
Score:,42
Date:,5/29/18
Time Start:,11:10 AM
Time End:,11:25 AM
Initial:,CG
,
,
,
,
,
,
,
,
,
Score:,20
Date:,5/30/18
Time Start:,12:47 PM
Time End:,1:02 PM
Initial:,PL
,
,
,
,
,
,
,
,
,
Score:,43
Date:,5/31/18
Time Start:,12:05 PM
Time End:,12:20 PM
Initial:,KT
,
,
,
,
,
,
,
,
,
Score:,43
Date:,6/1/18
Time Start:,10:40 AM
Time End:,10:55 AM
Initial:,GM
,
,
,
,
,
,
,
,
,
Score:,44
Date:,6/4/18
Time Start:,12:25 PM
Time End:,12:40 PM
Initial:,KT
,
,
,
,
,
,
,
,
,
Score:,46
Date:,6/19/18
Time Start:,10:30 AM
Time End:,10:45 AM
Initial:,KT
,
,
,
,
,
,
,
,
,
Score:,42
Date:,6/20/18
Time Start:,11:37 AM
Time End:,11:52 AM
Initial:,GM
,
,
,
,
,
,
,
,
,
Score:,44
Date:,6/21/18
Time Start:,11:08 AM
Time End:,11:23 AM
Initial:,KT
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time Start:,
Time End:,
Initial:,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time Start:,
Time End:,
Initial:,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time Start:,
Time End:,
Initial:,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time Start:,
Time End:,
Initial:,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time Start:,
Time End:,
Initial:,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time Start:,
Time End:,
Initial:,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time Start:,
Time End:,
Initial:,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time Start:,
Time End:,
Initial:,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time Start:,
Time End:,
Initial:,
